"Input number 35655 with intial rewrite term caaababbabaaabbbd
Generated final number 3 with final rewrite term cbd
Number of steps: 1878  Number of array doubles: 1"
Term	Number
cbaaaebaaabaaabaabbaabd	4753561
cbaaeabaaabaaabaabbaabd	4753561
cbaeaabaaabaaabaabbaabd	4753561
cbeaaabaaabaaabaabbaabd	4753561
cfbaaabaaabaaabaabbaabd	4753561
caabaaabaaabaaabaabbaabd	4753561
caabaaabaaabaaabaabbebd	3565171
caabaaabaaabaaabaabfbbd	3565171
caabaaabaaabaaabaagabbd	3565171
caabaaabaaabaaabafaabbd	3565171
caabaaabaaabaaabebaabbd	3565171
caabaaabaaabaaafbbaabbd	3565171
caabaaabaaabaaebbbaabbd	3565171
caabaaabaaabaeabbbaabbd	3565171
caabaaabaaabeaabbbaabbd	3565171
caabaaabaaafbaabbbaabbd	3565171
caabaaabaaebbaabbbaabbd	3565171
caabaaabaeabbaabbbaabbd	3565171
caabaaabeaabbaabbbaabbd	3565171
caabaaafbaabbaabbbaabbd	3565171
caabaaebbaabbaabbbaabbd	3565171
caabaeabbaabbaabbbaabbd	3565171
caabeaabbaabbaabbbaabbd	3565171
caafbaabbaabbaabbbaabbd	3565171
caebbaabbaabbaabbbaabbd	3565171
ceabbaabbaabbaabbbaabbd	3565171
cbabbaabbaabbaabbbaabbd	3565171
cbabbaabbaabbaabbbaagbd	5347757
cbabbaabbaabbaabbbafabd	5347757
cbabbaabbaabbaabbbebabd	5347757
cbabbaabbaabbaabbfbbabd	5347757
cbabbaabbaabbaabgabbabd	5347757
cbabbaabbaabbaagbabbabd	5347757
cbabbaabbaabbafababbabd	5347757
cbabbaabbaabbebababbabd	5347757
cbabbaabbaabfbbababbabd	5347757
cbabbaabbaagabbababbabd	5347757
cbabbaabbafaabbababbabd	5347757
cbabbaabbebaabbababbabd	5347757
cbabbaabfbbaabbababbabd	5347757
cbabbaagabbaabbababbabd	5347757
cbabbafaabbaabbababbabd	5347757
cbabbebaabbaabbababbabd	5347757
cbabfbbaabbaabbababbabd	5347757
cbagabbaabbaabbababbabd	5347757
cbfaabbaabbaabbababbabd	5347757
cgaaabbaabbaabbababbabd	5347757
cabaaabbaabbaabbababbabd	5347757
cabaaabbaabbaabbababbd	1336939
cabaaabbaabbaabbabagbd	2005409
cabaaabbaabbaabbabfabd	2005409
cabaaabbaabbaabbagaabd	2005409
cabaaabbaabbaabbfaaabd	2005409
cabaaabbaabbaabgaaaabd	2005409
cabaaabbaabbaagbaaaabd	2005409
cabaaabbaabbafabaaaabd	2005409
cabaaabbaabbebabaaaabd	2005409
cabaaabbaabfbbabaaaabd	2005409
cabaaabbaagabbabaaaabd	2005409
cabaaabbafaabbabaaaabd	2005409
cabaaabbebaabbabaaaabd	2005409
cabaaabfbbaabbabaaaabd	2005409
